,date,time,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,sh,sot,dist,fk,pk,pkatt,sota,saves,pka,pksv,cmp,att,totdist,prgdist,live,dead,tb,sw,crs,ti,ck,season,team
45,2023-05-27,15:30,Matchweek 34,Sat,Home,D,2,2,Mainz 05,4.0,1.8,73.0,81365.0,Mats Hummels,4-5-1,Marco Fritz,28.0,9.0,15.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,628.0,748.0,10747.0,3167.0,695.0,52.0,0.0,5.0,62.0,22.0,6.0,2022-2023,Dortmund
1,2022-08-07,15:30,Matchweek 1,Sun,Away,D,1,1,Stuttgart,1.6,0.8,67.0,46000.0,Péter Gulácsi,3-4-1-2,Tobias Stieler,28.0,9.0,19.4,0.0,0.0,0.0,2.0,1.0,0.0,0.0,513.0,635.0,8745.0,2910.0,579.0,54.0,1.0,3.0,29.0,21.0,9.0,2022-2023,RB Leipzig
2,2022-08-13,15:30,Matchweek 2,Sat,Home,D,2,2,Köln,1.0,1.5,52.0,49579.0,Péter Gulácsi,3-1-4-2,Benjamin Brand,9.0,5.0,19.2,1.0,0.0,0.0,4.0,3.0,0.0,0.0,397.0,486.0,7772.0,2832.0,422.0,63.0,1.0,6.0,11.0,29.0,2.0,2022-2023,RB Leipzig
3,2022-08-20,18:30,Matchweek 3,Sat,Away,L,1,2,Union Berlin,0.9,0.7,73.0,21056.0,Willi Orban,3-1-4-2,Deniz Aytekin,16.0,1.0,18.6,0.0,0.0,0.0,2.0,0.0,0.0,0.0,654.0,776.0,12406.0,4238.0,710.0,63.0,3.0,7.0,30.0,24.0,13.0,2022-2023,RB Leipzig
4,2022-08-27,15:30,Matchweek 4,Sat,Home,W,2,0,Wolfsburg,3.5,0.5,43.0,41243.0,Willi Orban,3-4-1-2,Bastian Dankert,15.0,6.0,15.1,0.0,1.0,1.0,4.0,4.0,0.0,0.0,302.0,406.0,5310.0,2348.0,350.0,55.0,9.0,3.0,17.0,22.0,8.0,2022-2023,RB Leipzig
6,2022-09-03,18:30,Matchweek 5,Sat,Away,L,0,4,Eint Frankfurt,0.2,3.1,56.0,49700.0,Péter Gulácsi,3-4-1-2,Felix Brych,4.0,0.0,12.2,0.0,0.0,0.0,9.0,5.0,1.0,0.0,465.0,567.0,7702.0,2512.0,520.0,47.0,0.0,2.0,20.0,16.0,3.0,2022-2023,RB Leipzig
8,2022-09-10,15:30,Matchweek 6,Sat,Home,W,3,0,Dortmund,2.0,0.6,45.0,47069.0,Péter Gulácsi,4-2-3-1,Sven Jablonski,15.0,5.0,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0,417.0,5558.0,2131.0,374.0,41.0,5.0,5.0,11.0,23.0,5.0,2022-2023,RB Leipzig
10,2022-09-17,18:30,Matchweek 7,Sat,Away,L,0,3,M'Gladbach,0.9,2.7,55.0,50186.0,Péter Gulácsi,4-2-3-1,Patrick Ittrich,12.0,5.0,14.8,0.0,0.0,0.0,10.0,7.0,0.0,0.0,462.0,558.0,8340.0,2740.0,510.0,47.0,1.0,3.0,21.0,21.0,3.0,2022-2023,RB Leipzig
11,2022-10-01,15:30,Matchweek 8,Sat,Home,W,4,0,Bochum,3.9,0.1,70.0,44403.0,Péter Gulácsi,4-2-3-1,Florian Badstübner,15.0,8.0,17.7,0.0,1.0,2.0,1.0,1.0,0.0,0.0,703.0,789.0,12586.0,3805.0,746.0,41.0,3.0,4.0,16.0,25.0,7.0,2022-2023,RB Leipzig
13,2022-10-08,15:30,Matchweek 9,Sat,Away,D,1,1,Mainz 05,1.0,0.6,63.0,26100.0,Willi Orban,4-2-3-1,Felix Brych,13.0,3.0,19.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,547.0,651.0,9568.0,3012.0,603.0,45.0,3.0,4.0,14.0,20.0,2.0,2022-2023,RB Leipzig
15,2022-10-15,18:30,Matchweek 10,Sat,Home,W,3,2,Hertha BSC,2.9,2.3,60.0,47069.0,Willi Orban,4-2-2-2,Harm Osmers,14.0,4.0,13.6,1.0,0.0,0.0,5.0,3.0,1.0,0.0,420.0,536.0,7667.0,2794.0,484.0,49.0,2.0,4.0,15.0,21.0,8.0,2022-2023,RB Leipzig
17,2022-10-22,15:30,Matchweek 11,Sat,Away,D,3,3,Augsburg,2.4,1.6,67.0,25109.0,Willi Orban,4-2-2-2,Robert Schröder,18.0,7.0,17.6,2.0,0.0,0.0,3.0,0.0,1.0,0.0,447.0,559.0,7710.0,2852.0,505.0,53.0,2.0,0.0,17.0,18.0,6.0,2022-2023,RB Leipzig
19,2022-10-29,15:30,Matchweek 12,Sat,Home,W,2,0,Leverkusen,1.2,0.1,46.0,45598.0,Willi Orban,3-4-3,Sven Jablonski,10.0,6.0,16.4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,464.0,558.0,8864.0,2958.0,524.0,31.0,2.0,5.0,9.0,17.0,3.0,2022-2023,RB Leipzig
21,2022-11-05,15:30,Matchweek 13,Sat,Away,W,3,1,Hoffenheim,1.7,0.9,63.0,23127.0,Willi Orban,4-2-2-2,Martin Petersen,17.0,8.0,17.4,1.0,0.0,0.0,3.0,2.0,0.0,0.0,604.0,690.0,9456.0,3111.0,647.0,40.0,5.0,4.0,9.0,19.0,3.0,2022-2023,RB Leipzig
22,2022-11-09,20:30,Matchweek 14,Wed,Home,W,3,1,Freiburg,2.9,0.2,58.0,41240.0,Willi Orban,4-4-2,Harm Osmers,15.0,7.0,17.7,0.0,1.0,1.0,2.0,1.0,0.0,0.0,471.0,561.0,7893.0,2661.0,512.0,48.0,1.0,1.0,12.0,17.0,6.0,2022-2023,RB Leipzig
23,2022-11-12,15:30,Matchweek 15,Sat,Away,W,2,1,Werder Bremen,1.7,0.9,52.0,41500.0,Willi Orban,4-4-2,Matthias Jöllenbeck,14.0,3.0,16.5,1.0,0.0,0.0,6.0,5.0,0.0,0.0,460.0,562.0,8163.0,2705.0,520.0,41.0,2.0,3.0,12.0,19.0,4.0,2022-2023,RB Leipzig
24,2023-01-20,20:30,Matchweek 16,Fri,Home,D,1,1,Bayern Munich,0.7,0.7,42.0,47069.0,Willi Orban,4-2-3-1,Daniel Siebert,10.0,3.0,20.1,0.0,0.0,0.0,2.0,1.0,0.0,0.0,349.0,464.0,5739.0,2011.0,413.0,48.0,1.0,6.0,9.0,27.0,3.0,2022-2023,RB Leipzig
25,2023-01-24,18:30,Matchweek 17,Tue,Away,W,6,1,Schalke 04,2.7,0.7,57.0,56841.0,Willi Orban,4-2-2-2,Benjamin Cortus,21.0,14.0,15.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,459.0,559.0,8000.0,2831.0,503.0,51.0,4.0,6.0,11.0,16.0,6.0,2022-2023,RB Leipzig
26,2023-01-27,20:30,Matchweek 18,Fri,Home,W,2,1,Stuttgart,1.0,1.7,54.0,46158.0,Willi Orban,4-2-2-2,Felix Zwayer,10.0,4.0,15.2,1.0,0.0,0.0,4.0,3.0,1.0,0.0,543.0,651.0,9252.0,2787.0,610.0,37.0,2.0,2.0,11.0,17.0,3.0,2022-2023,RB Leipzig
28,2023-02-04,15:30,Matchweek 19,Sat,Away,D,0,0,Köln,1.3,0.8,56.0,49200.0,Willi Orban,3-4-3,Martin Petersen,7.0,2.0,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.0,618.0,8623.0,2669.0,563.0,52.0,3.0,2.0,7.0,33.0,1.0,2022-2023,RB Leipzig
29,2023-02-11,18:30,Matchweek 20,Sat,Home,L,1,2,Union Berlin,0.6,1.7,63.0,47069.0,Marcel Halstenberg,3-4-3,Daniel Schlager,10.0,2.0,21.8,0.0,0.0,0.0,3.0,1.0,1.0,0.0,581.0,689.0,10676.0,3464.0,639.0,46.0,0.0,4.0,10.0,21.0,3.0,2022-2023,RB Leipzig
30,2023-02-18,15:30,Matchweek 21,Sat,Away,W,3,0,Wolfsburg,3.0,0.2,57.0,24831.0,Willi Orban,4-2-3-1,Deniz Aytekin,16.0,4.0,15.6,1.0,0.0,0.0,2.0,2.0,0.0,0.0,551.0,642.0,10183.0,3577.0,594.0,47.0,2.0,9.0,16.0,20.0,5.0,2022-2023,RB Leipzig
32,2023-02-25,15:30,Matchweek 22,Sat,Home,W,2,1,Eint Frankfurt,1.7,0.8,53.0,47069.0,Willi Orban,4-2-2-2,Felix Brych,10.0,5.0,14.1,0.0,0.0,0.0,4.0,3.0,0.0,0.0,508.0,623.0,8824.0,2910.0,578.0,44.0,3.0,1.0,6.0,23.0,2.0,2022-2023,RB Leipzig
33,2023-03-03,20:30,Matchweek 23,Fri,Away,L,1,2,Dortmund,2.2,1.2,62.0,81365.0,Willi Orban,4-2-2-2,Sven Jablonski,17.0,5.0,15.6,0.0,0.0,0.0,3.0,1.0,1.0,0.0,573.0,668.0,10345.0,3011.0,630.0,36.0,5.0,2.0,19.0,17.0,6.0,2022-2023,RB Leipzig
34,2023-03-11,15:30,Matchweek 24,Sat,Home,W,3,0,M'Gladbach,2.5,1.6,66.0,46687.0,Willi Orban,4-2-2-2,Matthias Jöllenbeck,13.0,8.0,16.7,1.0,1.0,1.0,3.0,2.0,0.0,1.0,629.0,735.0,10469.0,3137.0,690.0,42.0,1.0,0.0,20.0,15.0,11.0,2022-2023,RB Leipzig
36,2023-03-18,15:30,Matchweek 25,Sat,Away,L,0,1,Bochum,1.8,1.1,65.0,24400.0,Willi Orban,4-2-2-2,Sascha Stegemann,22.0,8.0,17.9,2.0,0.0,0.0,2.0,1.0,0.0,0.0,492.0,598.0,9473.0,3654.0,547.0,51.0,2.0,9.0,20.0,27.0,7.0,2022-2023,RB Leipzig
37,2023-04-01,15:30,Matchweek 26,Sat,Home,L,0,3,Mainz 05,0.8,2.9,69.0,45597.0,Willi Orban,4-2-2-2,Christian Dingert,12.0,3.0,25.5,2.0,0.0,0.0,7.0,4.0,0.0,0.0,642.0,763.0,11449.0,3212.0,699.0,60.0,3.0,4.0,18.0,29.0,3.0,2022-2023,RB Leipzig
39,2023-04-08,18:30,Matchweek 27,Sat,Away,W,1,0,Hertha BSC,2.0,0.5,66.0,50679.0,Willi Orban,3-4-3,Deniz Aytekin,18.0,6.0,16.6,0.0,0.0,0.0,1.0,1.0,0.0,0.0,520.0,635.0,8600.0,2852.0,575.0,57.0,2.0,4.0,13.0,33.0,4.0,2022-2023,RB Leipzig
40,2023-04-15,15:30,Matchweek 28,Sat,Home,W,3,2,Augsburg,1.8,0.7,58.0,46058.0,Willi Orban,3-4-3,Marco Fritz,12.0,6.0,16.8,0.0,0.0,0.0,2.0,0.0,0.0,0.0,567.0,672.0,10237.0,3295.0,623.0,44.0,10.0,1.0,9.0,18.0,3.0,2022-2023,RB Leipzig
41,2023-04-23,17:30,Matchweek 29,Sun,Away,L,0,2,Leverkusen,1.9,1.1,69.0,29085.0,Willi Orban,3-4-3,Daniel Schlager,26.0,5.0,20.0,3.0,0.0,0.0,4.0,2.0,1.0,0.0,638.0,761.0,10380.0,2924.0,718.0,40.0,1.0,1.0,24.0,18.0,9.0,2022-2023,RB Leipzig
42,2023-04-29,15:30,Matchweek 30,Sat,Home,W,1,0,Hoffenheim,1.4,0.3,59.0,45294.0,Willi Orban,3-4-3,Tobias Stieler,15.0,2.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,524.0,643.0,9042.0,3362.0,574.0,66.0,3.0,2.0,16.0,35.0,7.0,2022-2023,RB Leipzig
44,2023-05-06,15:30,Matchweek 31,Sat,Away,W,1,0,Freiburg,1.9,0.4,59.0,32900.0,Willi Orban,4-2-2-2,Tobias Welz,13.0,5.0,18.7,0.0,0.0,0.0,1.0,1.0,0.0,0.0,448.0,559.0,7801.0,2640.0,508.0,49.0,10.0,1.0,9.0,24.0,3.0,2022-2023,RB Leipzig
45,2023-05-14,17:30,Matchweek 32,Sun,Home,W,2,1,Werder Bremen,2.2,1.1,61.0,47069.0,Willi Orban,4-2-2-2,Florian Badstübner,20.0,7.0,19.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,522.0,620.0,8884.0,2944.0,563.0,52.0,2.0,3.0,14.0,23.0,3.0,2022-2023,RB Leipzig
46,2023-05-20,18:30,Matchweek 33,Sat,Away,W,3,1,Bayern Munich,2.8,1.6,40.0,75000.0,Willi Orban,4-2-2-2,Deniz Aytekin,12.0,5.0,20.2,0.0,2.0,2.0,5.0,4.0,0.0,0.0,332.0,423.0,6276.0,2288.0,377.0,46.0,0.0,8.0,11.0,20.0,2.0,2022-2023,RB Leipzig
47,2023-05-27,15:30,Matchweek 34,Sat,Home,W,4,2,Schalke 04,2.6,1.2,51.0,47069.0,Willi Orban,4-2-2-2,Harm Osmers,18.0,11.0,17.7,0.0,0.0,0.0,4.0,3.0,0.0,0.0,344.0,455.0,5613.0,2482.0,403.0,50.0,5.0,1.0,3.0,20.0,4.0,2022-2023,RB Leipzig
1,2022-08-06,15:30,Matchweek 1,Sat,Home,W,3,1,Hertha BSC,1.0,0.3,49.0,22012.0,Christopher Trimmel,3-5-2,Marco Fritz,19.0,8.0,19.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,300.0,409.0,6046.0,2730.0,349.0,58.0,2.0,4.0,23.0,28.0,5.0,2022-2023,Union Berlin
2,2022-08-14,15:30,Matchweek 2,Sun,Away,D,0,0,Mainz 05,0.4,0.7,51.0,25009.0,Rani Khedira,3-5-2,Daniel Schlager,10.0,2.0,22.8,0.0,0.0,0.0,5.0,5.0,0.0,0.0,336.0,455.0,6603.0,2525.0,400.0,55.0,1.0,2.0,13.0,32.0,4.0,2022-2023,Union Berlin
3,2022-08-20,18:30,Matchweek 3,Sat,Home,W,2,1,RB Leipzig,0.7,0.9,27.0,21056.0,Christopher Trimmel,3-5-2,Deniz Aytekin,7.0,2.0,17.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,178.0,283.0,3290.0,1599.0,245.0,33.0,1.0,0.0,12.0,11.0,1.0,2022-2023,Union Berlin
4,2022-08-27,15:30,Matchweek 4,Sat,Away,W,6,1,Schalke 04,1.1,1.9,41.0,62271.0,Rani Khedira,3-5-2,Robert Hartmann,12.0,7.0,16.1,0.0,0.0,0.0,7.0,6.0,1.0,0.0,254.0,378.0,5018.0,2119.0,338.0,37.0,1.0,0.0,13.0,16.0,2.0,2022-2023,Union Berlin
5,2022-09-03,15:30,Matchweek 5,Sat,Home,D,1,1,Bayern Munich,0.3,1.5,26.0,22012.0,Christopher Trimmel,3-5-2,Frank Willenborg,7.0,2.0,24.4,0.0,0.0,0.0,6.0,5.0,0.0,0.0,149.0,269.0,3209.0,1989.0,224.0,45.0,0.0,0.0,17.0,18.0,5.0,2022-2023,Union Berlin
7,2022-09-11,15:30,Matchweek 6,Sun,Away,W,1,0,Köln,1.5,0.6,47.0,49500.0,Christopher Trimmel,3-5-2,Benjamin Cortus,11.0,2.0,18.7,0.0,0.0,1.0,3.0,3.0,0.0,0.0,319.0,453.0,6204.0,2510.0,398.0,54.0,0.0,2.0,18.0,25.0,8.0,2022-2023,Union Berlin
9,2022-09-18,15:30,Matchweek 7,Sun,Home,W,2,0,Wolfsburg,1.4,0.3,48.0,22012.0,Christopher Trimmel,3-5-2,Robert Schröder,16.0,4.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,483.0,7897.0,2845.0,436.0,45.0,1.0,4.0,22.0,27.0,4.0,2022-2023,Union Berlin
10,2022-10-01,15:30,Matchweek 8,Sat,Away,L,0,2,Eint Frankfurt,1.0,0.8,53.0,50500.0,Christopher Trimmel,3-5-2,Sascha Stegemann,16.0,5.0,16.9,0.0,0.0,0.0,4.0,2.0,0.0,0.0,420.0,559.0,7332.0,2392.0,510.0,47.0,1.0,1.0,30.0,26.0,7.0,2022-2023,Union Berlin
12,2022-10-09,19:30,Matchweek 9,Sun,Away,W,1,0,Stuttgart,0.7,1.0,48.0,43250.0,Rani Khedira,3-5-2,Bastian Dankert,7.0,4.0,15.1,0.0,0.0,0.0,3.0,3.0,0.0,0.0,369.0,481.0,6919.0,2872.0,430.0,51.0,0.0,1.0,16.0,27.0,5.0,2022-2023,Union Berlin
14,2022-10-16,17:30,Matchweek 10,Sun,Home,W,2,0,Dortmund,1.9,0.8,24.0,22012.0,Christopher Trimmel,3-5-2,Tobias Stieler,16.0,5.0,17.3,0.0,0.0,0.0,6.0,6.0,0.0,0.0,151.0,258.0,3108.0,1648.0,225.0,30.0,1.0,1.0,13.0,14.0,5.0,2022-2023,Union Berlin
16,2022-10-23,15:30,Matchweek 11,Sun,Away,L,1,2,Bochum,1.0,1.1,53.0,25460.0,Christopher Trimmel,3-5-2,Deniz Aytekin,7.0,2.0,22.8,0.0,0.0,1.0,5.0,3.0,0.0,0.0,305.0,431.0,5676.0,2471.0,372.0,58.0,0.0,2.0,19.0,26.0,7.0,2022-2023,Union Berlin
18,2022-10-30,15:30,Matchweek 12,Sun,Home,W,2,1,M'Gladbach,0.9,1.0,55.0,22012.0,Rani Khedira,3-5-2,Harm Osmers,13.0,5.0,18.9,0.0,0.0,0.0,3.0,2.0,0.0,0.0,442.0,553.0,8259.0,2827.0,510.0,39.0,1.0,3.0,29.0,21.0,6.0,2022-2023,Union Berlin
20,2022-11-06,15:30,Matchweek 13,Sun,Away,L,0,5,Leverkusen,0.3,1.9,42.0,30210.0,Christopher Trimmel,3-5-2,Robert Schröder,7.0,1.0,16.6,0.0,0.0,0.0,8.0,3.0,0.0,0.0,353.0,451.0,6723.0,2565.0,408.0,41.0,0.0,1.0,17.0,18.0,5.0,2022-2023,Union Berlin
21,2022-11-09,20:30,Matchweek 14,Wed,Home,D,2,2,Augsburg,1.2,0.6,59.0,22012.0,Rani Khedira,3-5-2,Sascha Stegemann,19.0,6.0,18.1,1.0,0.0,0.0,2.0,0.0,0.0,0.0,354.0,499.0,7028.0,2888.0,451.0,46.0,2.0,1.0,32.0,24.0,6.0,2022-2023,Union Berlin
22,2022-11-13,17:30,Matchweek 15,Sun,Away,L,1,4,Freiburg,1.7,2.3,28.0,33800.0,Christopher Trimmel,3-5-2,Deniz Aytekin,2.0,1.0,29.5,0.0,1.0,2.0,5.0,1.0,2.0,0.0,213.0,300.0,4161.0,1707.0,259.0,41.0,0.0,1.0,10.0,20.0,1.0,2022-2023,Union Berlin
23,2023-01-21,15:30,Matchweek 16,Sat,Home,W,3,1,Hoffenheim,2.9,1.0,52.0,21747.0,Christopher Trimmel,3-5-2,Robert Hartmann,21.0,5.0,15.8,0.0,0.0,1.0,4.0,3.0,0.0,0.0,363.0,493.0,6692.0,2738.0,440.0,52.0,1.0,1.0,39.0,26.0,9.0,2022-2023,Union Berlin
24,2023-01-25,20:30,Matchweek 17,Wed,Away,W,2,1,Werder Bremen,1.1,0.6,42.0,41500.0,Rani Khedira,3-5-2,Bastian Dankert,9.0,5.0,15.2,0.0,0.0,0.0,4.0,3.0,0.0,0.0,294.0,424.0,5871.0,2540.0,370.0,53.0,1.0,1.0,17.0,27.0,7.0,2022-2023,Union Berlin
25,2023-01-28,15:30,Matchweek 18,Sat,Away,W,2,0,Hertha BSC,1.0,0.5,48.0,74667.0,Christopher Trimmel,3-5-2,Felix Brych,7.0,3.0,15.1,0.0,0.0,0.0,3.0,3.0,0.0,0.0,274.0,415.0,4747.0,1999.0,358.0,55.0,0.0,1.0,15.0,28.0,2.0,2022-2023,Union Berlin
27,2023-02-04,15:30,Matchweek 19,Sat,Home,W,2,1,Mainz 05,1.1,1.3,51.0,22012.0,Christopher Trimmel,3-5-2,Florian Badstübner,11.0,4.0,16.3,0.0,0.0,0.0,5.0,4.0,1.0,0.0,328.0,488.0,6252.0,2714.0,436.0,51.0,0.0,1.0,25.0,26.0,5.0,2022-2023,Union Berlin
28,2023-02-11,18:30,Matchweek 20,Sat,Away,W,2,1,RB Leipzig,1.7,0.6,37.0,47069.0,Rani Khedira,3-5-2,Daniel Schlager,5.0,2.0,30.9,0.0,1.0,1.0,2.0,1.0,0.0,0.0,270.0,403.0,4885.0,2204.0,343.0,58.0,0.0,1.0,14.0,28.0,4.0,2022-2023,Union Berlin
30,2023-02-19,15:30,Matchweek 21,Sun,Home,D,0,0,Schalke 04,0.9,0.4,54.0,22012.0,Christopher Trimmel,3-5-2,Tobias Reichel,9.0,4.0,18.3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,341.0,483.0,6610.0,2621.0,430.0,53.0,2.0,2.0,29.0,24.0,6.0,2022-2023,Union Berlin
32,2023-02-26,17:30,Matchweek 22,Sun,Away,L,0,3,Bayern Munich,0.4,3.6,31.0,75000.0,Christopher Trimmel,3-5-2,Marco Fritz,3.0,0.0,14.1,0.0,0.0,0.0,9.0,6.0,0.0,0.0,254.0,351.0,4791.0,2318.0,310.0,40.0,0.0,0.0,11.0,14.0,4.0,2022-2023,Union Berlin
33,2023-03-04,15:30,Matchweek 23,Sat,Home,D,0,0,Köln,0.5,0.9,52.0,22012.0,Christopher Trimmel,3-5-2,Tobias Stieler,8.0,2.0,16.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,450.0,589.0,8513.0,3318.0,536.0,52.0,0.0,1.0,35.0,29.0,5.0,2022-2023,Union Berlin
35,2023-03-12,19:30,Matchweek 24,Sun,Away,D,1,1,Wolfsburg,1.3,1.7,42.0,23554.0,Rani Khedira,3-4-3,Robert Schröder,11.0,1.0,19.2,0.0,1.0,1.0,6.0,5.0,0.0,0.0,265.0,395.0,4927.0,2025.0,346.0,48.0,1.0,1.0,17.0,20.0,5.0,2022-2023,Union Berlin
37,2023-03-19,15:30,Matchweek 25,Sun,Home,W,2,0,Eint Frankfurt,1.3,2.7,37.0,22012.0,Rani Khedira,3-5-2,Christian Dingert,15.0,3.0,17.8,0.0,0.0,0.0,5.0,5.0,0.0,0.0,208.0,330.0,4258.0,1873.0,282.0,47.0,1.0,3.0,17.0,19.0,3.0,2022-2023,Union Berlin
38,2023-04-01,15:30,Matchweek 26,Sat,Home,W,3,0,Stuttgart,1.9,2.2,39.0,22012.0,Christopher Trimmel,3-5-2,Florian Badstübner,12.0,5.0,14.9,0.0,0.0,0.0,7.0,7.0,0.0,0.0,235.0,357.0,4512.0,2131.0,302.0,50.0,2.0,0.0,20.0,28.0,3.0,2022-2023,Union Berlin
40,2023-04-08,15:30,Matchweek 27,Sat,Away,L,1,2,Dortmund,0.5,2.6,37.0,81365.0,Rani Khedira,3-5-2,Daniel Schlager,7.0,2.0,25.9,0.0,0.0,0.0,6.0,4.0,0.0,0.0,268.0,371.0,5353.0,2463.0,325.0,42.0,0.0,3.0,10.0,23.0,0.0,2022-2023,Union Berlin
41,2023-04-16,17:30,Matchweek 28,Sun,Home,D,1,1,Bochum,1.2,1.8,40.0,20000.0,Rani Khedira,3-5-2,Tobias Stieler,10.0,2.0,14.4,1.0,0.0,0.0,6.0,5.0,1.0,0.0,235.0,367.0,4570.0,2226.0,319.0,44.0,0.0,1.0,15.0,22.0,5.0,2022-2023,Union Berlin
42,2023-04-23,19:30,Matchweek 29,Sun,Away,W,1,0,M'Gladbach,1.3,0.7,38.0,52107.0,Rani Khedira,3-5-2,Martin Petersen,13.0,2.0,18.9,0.0,0.0,0.0,4.0,4.0,0.0,0.0,346.0,440.0,6446.0,2618.0,407.0,30.0,1.0,4.0,15.0,12.0,2.0,2022-2023,Union Berlin
43,2023-04-29,15:30,Matchweek 30,Sat,Home,D,0,0,Leverkusen,0.8,0.8,35.0,22012.0,Rani Khedira,3-5-2,Marco Fritz,9.0,1.0,14.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,249.0,366.0,4451.0,1922.0,324.0,41.0,0.0,0.0,21.0,19.0,6.0,2022-2023,Union Berlin
44,2023-05-06,15:30,Matchweek 31,Sat,Away,L,0,1,Augsburg,0.7,0.9,62.0,30660.0,Rani Khedira,3-5-2,Florian Badstübner,12.0,5.0,19.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,446.0,559.0,8433.0,3006.0,512.0,45.0,1.0,1.0,33.0,16.0,7.0,2022-2023,Union Berlin
45,2023-05-13,15:30,Matchweek 32,Sat,Home,W,4,2,Freiburg,1.5,2.1,37.0,22012.0,Christopher Trimmel,3-5-2,Marco Fritz,10.0,4.0,17.1,1.0,0.0,0.0,5.0,3.0,1.0,0.0,231.0,341.0,4484.0,2142.0,297.0,43.0,1.0,0.0,15.0,20.0,1.0,2022-2023,Union Berlin
46,2023-05-20,15:30,Matchweek 33,Sat,Away,L,2,4,Hoffenheim,2.0,2.4,57.0,30000.0,Christopher Trimmel,3-5-2,Christian Dingert,18.0,3.0,16.1,1.0,0.0,0.0,5.0,1.0,1.0,0.0,432.0,550.0,8513.0,3356.0,496.0,53.0,2.0,2.0,33.0,24.0,5.0,2022-2023,Union Berlin
47,2023-05-27,15:30,Matchweek 34,Sat,Home,W,1,0,Werder Bremen,0.9,0.4,48.0,22012.0,Christopher Trimmel,3-5-2,Patrick Ittrich,15.0,4.0,17.5,1.0,0.0,0.0,3.0,3.0,0.0,0.0,302.0,434.0,5815.0,2711.0,374.0,57.0,2.0,0.0,43.0,25.0,15.0,2022-2023,Union Berlin
1,2022-08-06,15:30,Matchweek 1,Sat,Away,W,4,0,Augsburg,1.3,0.7,47.0,25310.0,Christian Günter,4-2-3-1,Bastian Dankert,19.0,7.0,19.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,258.0,370.0,4912.0,2006.0,322.0,46.0,1.0,4.0,15.0,20.0,8.0,2022-2023,Freiburg
2,2022-08-12,20:30,Matchweek 2,Fri,Home,L,1,3,Dortmund,1.0,1.1,39.0,34700.0,Christian Günter,4-2-3-1,Tobias Welz,16.0,7.0,18.7,1.0,0.0,0.0,6.0,3.0,0.0,0.0,245.0,358.0,5163.0,2433.0,300.0,55.0,2.0,3.0,29.0,21.0,9.0,2022-2023,Freiburg
3,2022-08-20,15:30,Matchweek 3,Sat,Away,W,1,0,Stuttgart,0.6,0.9,40.0,47500.0,Christian Günter,4-2-3-1,Felix Brych,9.0,3.0,22.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,294.0,398.0,6082.0,2515.0,359.0,36.0,0.0,1.0,8.0,14.0,1.0,2022-2023,Freiburg
4,2022-08-26,20:30,Matchweek 4,Fri,Home,W,1,0,Bochum,3.9,1.2,48.0,32800.0,Christian Günter,4-2-3-1,Marco Fritz,28.0,12.0,16.3,1.0,0.0,1.0,5.0,5.0,0.0,0.0,280.0,401.0,4971.0,2370.0,349.0,52.0,2.0,4.0,17.0,29.0,2.0,2022-2023,Freiburg
5,2022-09-03,15:30,Matchweek 5,Sat,Away,W,3,2,Leverkusen,1.9,1.8,50.0,26853.0,Christian Günter,3-4-3,Sascha Stegemann,6.0,3.0,10.1,1.0,0.0,0.0,6.0,4.0,0.0,0.0,379.0,462.0,7538.0,2549.0,421.0,40.0,0.0,6.0,12.0,15.0,4.0,2022-2023,Freiburg
7,2022-09-11,17:30,Matchweek 6,Sun,Home,D,0,0,M'Gladbach,1.1,1.2,43.0,34700.0,Christian Günter,4-4-1-1,Tobias Stieler,12.0,7.0,14.6,0.0,0.0,0.0,5.0,5.0,0.0,0.0,316.0,431.0,5888.0,2288.0,386.0,42.0,1.0,4.0,22.0,17.0,7.0,2022-2023,Freiburg
9,2022-09-18,19:30,Matchweek 7,Sun,Away,D,0,0,Hoffenheim,1.0,0.7,50.0,24233.0,Christian Günter,4-2-3-1,Deniz Aytekin,14.0,4.0,18.1,0.0,0.0,0.0,3.0,3.0,0.0,0.0,403.0,517.0,7675.0,2892.0,464.0,51.0,0.0,2.0,16.0,17.0,3.0,2022-2023,Freiburg
